,Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
10678,Garlic,2008,Rabi       ,Himachal Pradesh,4036,1246,1357.1,577309.44,363.24,0.527777778
9479,Sugarcane,2005,Whole Year ,Madhya Pradesh,51620,2236980,1032.7,6190270.4,10840.2,31.52155556
7499,Sweet potato,2001,Whole Year ,Bihar,4981,56979,1247,508709.53,1295.06,11.255
18898,Maize,1999,Kharif     ,Mizoram,5092,9512,2535.9,540413.96,1374.84,1.7675
3849,Horse-gram,2013,Kharif     ,Andhra Pradesh,8768,5120,1062.3,1266888.32,2367.36,0.58125
456,Khesari,1999,Rabi       ,West Bengal,23091,21964,2318.1,2450647.83,6234.57,0.999375
19414,Ragi,2010,Autumn     ,Odisha,27570,19424,1291.9,4579652.7,6616.8,0.6125
17954,Sugarcane,2011,Kharif     ,Jammu and Kashmir,19,29,887.6,3182.88,6.27,1.5
2878,Ragi,2009,Kharif     ,Andhra Pradesh,38906,41951,711,6062332.92,6614.02,1.08
17816,Dry chillies,2007,Kharif     ,Jammu and Kashmir,674,674,1042.2,89911.6,107.84,0.956363636
18731,Small millets,2008,Kharif     ,Sikkim,3760,3530,2247.5,537830.4,338.4,0.9425
184,Rice,1998,Kharif     ,Goa,41000,104249,2964.9,4050800,11890,2.54
14320,Rapeseed &Mustard,2015,Rabi       ,Haryana,509000,820000,426.8,80376190,167970,1.64
4183,Arhar/Tur,2014,Kharif     ,Assam,6047,5738,1899,912855.12,1995.51,0.944074074
4990,Wheat,2016,Rabi       ,Karnataka,168242,171429,1147.2,25783086.5,58884.7,0.944285714
2536,Jowar,2008,Kharif     ,Andhra Pradesh,118094,166667,944.6,16892165.76,10628.46,1.798421053
8138,Rice,2002,Kharif     ,Madhya Pradesh,1671107,1024930,800.8,158203699.7,417776.75,0.608
16809,Jowar,2019,Kharif     ,Haryana,29920,15770,351.8,5139059.2,11070.4,0.639333333
10175,Rapeseed &Mustard,2007,Rabi       ,Chhattisgarh,51397,20637,1246.2,6856359.8,8223.52,0.388888889
19151,Maize,2011,Kharif     ,Arunachal Pradesh,46500,68500,2193.7,7789680,15345,1.554375
100,Jowar,1997,Whole Year ,West Bengal,948,450,1852.9,90221.16,293.88,0.482
3884,Sweet potato,2013,Rabi       ,Andhra Pradesh,616,6049,1062.3,89005.84,166.32,9.127777778
5533,Dry chillies,2018,Whole Year ,Assam,19847,18984,2372.9,3219183.4,6946.45,0.877037037
8564,Rice,2003,Kharif     ,Madhya Pradesh,1708583,1743430,1163,169115545.3,410059.92,0.997916667
17055,Onion,2019,Rabi       ,Odisha,35120,437140,1593.9,6032211.2,12994.4,12.21413793
18424,Onion,1998,Rabi       ,Manipur,80,170,1855,7904,23.2,2.05
15113,Peas & beans (Pulses),2016,Rabi       ,Nagaland,7200,7920,1959.8,1103400,2520,1.101818182
11721,Turmeric,2010,Whole Year ,Manipur,1440,16323,2160.5,239198.4,345.6,11.22666667
14485,Gram,2015,Rabi       ,Nagaland,770,650,1308.3,121590.7,254.1,0.821818182
7218,Rapeseed &Mustard,2000,Rabi       ,Madhya Pradesh,417539,323175,723.3,40989803.63,108560.14,0.468222222
1716,Urad,2005,Rabi       ,Andhra Pradesh,341832,216227,1075.5,40992493.44,71784.72,0.621052632
256,Rice,1998,Winter     ,Kerala,174714,346022,3151.5,17261743.2,50667.06,1.937142857
19374,Moong(Green Gram),2009,Autumn     ,Odisha,21731,4949,1330.3,3386124.42,3694.27,0.338
1308,Cashewnut,2003,Whole Year ,Goa,54668,23233,3011.6,5411038.64,13120.32,0.42
13807,Groundnut,2014,Kharif     ,Madhya Pradesh,214000,360000,891.2,32305440,70620,1.505769231
12723,Other  Rabi pulses,2012,Rabi       ,Madhya Pradesh,4502,730,1049.5,678901.6,1395.62,0.314347826
11109,Gram,2009,Rabi       ,Himachal Pradesh,604,308,969.9,94115.28,102.68,0.397777778
6358,Sesamum,1998,Kharif     ,Andhra Pradesh,48500,9200,1048.3,4791800,14065,0.191666667
15976,Maize,2017,Summer     ,West Bengal,71365,368001,1830,11235705.6,27118.7,3.45952381
4760,Jowar,2016,Kharif     ,Andhra Pradesh,14260,20475,890,2185345,4991,1.293846154
4649,Tapioca,2015,Whole Year ,Karnataka,1277,9560,1024.9,201651.07,421.41,7.701818182
6724,Maize,1999,Kharif     ,Haryana,20078,48000,344,2130878.14,5421.06,0.812631579
8506,Moth,2003,Kharif     ,Haryana,10365,800,592.3,1025927.7,2487.6,0.031428571
935,Maize,2001,Kharif     ,Meghalaya,16866,25247,4241,1722524.58,4385.16,1.471428571
12286,Cowpea(Lobia),2011,Rabi       ,Mizoram,227,283,2439.340909,38027.04,74.91,1.13
8753,Rice,2003,Kharif     ,Uttar Pradesh,5719933,12476923,1075.6,566158968.3,1372783.92,2.066285714
14553,Groundnut,2015,Kharif     ,Telangana,13470,21503,747.9,2127047.7,4445.1,1.348333333
3769,Cardamom,2012,Whole Year ,Kerala,41600,10222,2187.6,6273280,12896,0.075555556
2532,Groundnut,2008,Kharif     ,Andhra Pradesh,1499640,449384,944.6,214508505.6,134967.6,1.040909091
1379,Cardamom,2003,Whole Year ,Kerala,41332,8875,2386,4091041.36,9919.68,0.07
5265,Bajra,2017,Summer     ,Karnataka,5161,5313,1111.7,812547.84,1961.18,1.113333333
7804,Arhar/Tur,2001,Kharif     ,Tamil Nadu,63613,41420,481.3,6496795.69,16539.38,0.623333333
5732,Moong(Green Gram),2018,Kharif     ,Tamil Nadu,26977,18186,986.2,4375669.4,9441.95,0.6508
2023,Other  Rabi pulses,2006,Rabi       ,Andhra Pradesh,14792,5811,845.2,1889086.32,3254.24,0.443125
16574,Peas & beans (Pulses),2018,Rabi       ,Uttarakhand,5552,5551,1373,900534.4,1943.2,0.718461538
5497,Groundnut,2018,Rabi       ,Puducherry,271,867,1693.9,43956.2,94.85,3.2
6469,Garlic,1998,Whole Year ,Himachal Pradesh,663,700,1381.6,65504.4,192.27,1.087272727
4259,Maize,2014,Rabi       ,Karnataka,102820,347250,1238.5,15521707.2,33930.6,3.191785714
12768,Small millets,2012,Rabi       ,Maharashtra,19700,6240,1003.4,2970760,6107,0.419444444
16118,Wheat,2018,Rabi       ,Chhattisgarh,99925,166979,1515.5,16207835,34973.75,1.792692308
13825,Arhar/Tur,2014,Kharif     ,Maharashtra,1210200,353300,1001.6,182691792,399366,0.313529412
2890,Sunflower,2009,Whole Year ,Andhra Pradesh,350523,270089,711,54618493.86,59588.91,0.929090909
17806,Other Kharif pulses,2007,Kharif     ,Delhi,391,587,677.5,52159.4,62.56,1.5
4025,Rice,2013,Autumn     ,Kerala,51922,141234,3255.4,7502209.78,14018.94,2.416923077
1039,Mesta,2002,Kharif     ,Andhra Pradesh,81169,613607,648.1,7684269.23,20292.25,7.506363636
6683,Urad,1999,Kharif     ,Bihar,30571,23155,1402.7,3244500.23,8254.17,0.7275
2718,Bajra,2008,Whole Year ,Tamil Nadu,56672,84021,1201.9,8106362.88,5100.48,2.5968
18606,Potato,2007,Whole Year ,Manipur,1950,10200,1435.7,260130,312,5.191111111
13814,Niger seed,2014,Kharif     ,Madhya Pradesh,42000,18000,891.2,6340320,13860,0.478333333
8372,Jowar,2003,Kharif     ,Bihar,1513,1527,1353.9,149756.74,363.12,1.004545455
17427,Gram,1999,Rabi       ,Jammu and Kashmir,443,120,667.1,47015.59,119.61,0.35
11471,Sugarcane,2010,Whole Year ,Bihar,250672,11827664,629.2,41639125.92,60161.28,53.23921053
6047,Sunflower,2019,Whole Year ,Kerala,1,1,3119.2,171.76,0.37,1
8692,Maize,2003,Rabi       ,Odisha,13760,18180,1648.2,1361964.8,3302.4,1.32
18805,Maize,2015,Kharif     ,Sikkim,38955,68310,2949.1,6151384.05,12855.15,1.72
2864,Jowar,2009,Kharif     ,Andhra Pradesh,184976,184211,711,28822960.32,31445.92,1.144
14145,Maize,2014,Autumn     ,West Bengal,45415,122104,1483.5,6855848.4,14986.95,3.369166667
12450,Gram,2011,Rabi       ,Jharkhand,14034,13022,1374.7,2350975.68,4631.22,1.000833333
9305,Sugarcane,2005,Whole Year ,Bihar,101243,4240463,907.8,12141060.56,21261.03,36.43151515
18603,Onion,2007,Whole Year ,Manipur,940,2000,1435.7,125396,150.4,2.11
6664,Masoor,1999,Rabi       ,Bihar,170647,170117,1402.7,18110766.11,46074.69,0.825945946
10227,Dry chillies,2007,Whole Year ,Haryana,1321,13800,443.8,176221.4,211.36,8.716428571
13210,Maize,2013,Kharif     ,Himachal Pradesh,291960,594280,1216.9,42185300.4,78829.2,2.336666667
5380,Groundnut,2017,Rabi       ,Tamil Nadu,138808,543671,970.9,21853931.52,52747.04,3.660322581
7745,Small millets,2001,Kharif     ,Nagaland,11000,7500,1532,1123430,2860,0.685
17978,Gram,2012,Rabi       ,Jammu and Kashmir,166,92,1116.7,25032.8,51.46,0.55
6671,Potato,1999,Whole Year ,Bihar,144461,1381179,1402.7,15331645.93,39004.47,9.737297297
17575,Sesamum,2002,Kharif     ,Uttar Pradesh,80211,12934,664,7593575.37,20052.75,0.161269841
10707,Barley,2008,Rabi       ,Madhya Pradesh,77326,103771,895,11060711.04,6959.34,1.566410256
14673,Moth,2015,Rabi       ,Uttarakhand,15858,15520,1247.6,2504136.78,5233.14,0.720769231
7722,Urad,2001,Kharif     ,Mizoram,28,29,2406.4,2859.64,7.28,1.02
2711,Sweet potato,2008,Whole Year ,Meghalaya,4895,15909,3114.3,700180.8,440.55,3.648571429
14204,Rice,2015,Winter     ,Bihar,2602000,5876027,874,410881820,858660,2.166052632
7942,Khesari,2002,Rabi       ,Chhattisgarh,330126,170345,1001.4,31253028.42,82531.5,0.526666667
10343,Small millets,2007,Kharif     ,Maharashtra,60800,34100,1257.2,8110720,9728,0.56862069
2365,Tapioca,2007,Whole Year ,Karnataka,774,6393,1323.3,103251.6,123.84,9.747142857
18501,Peas & beans (Pulses),2002,Kharif     ,Manipur,4110,2100,1743.7,389093.7,1027.5,0.518888889
8807,Coconut ,2004,Whole Year ,Andhra Pradesh,103869,1199311362,781.8,11253167.46,21812.49,10469.71389
14569,Potato,2015,Rabi       ,Telangana,2220,28466,747.9,350560.2,732.6,13.8
7341,Tobacco,2000,Whole Year ,Odisha,3380,1560,1066,331814.6,878.8,0.454166667
7760,Gram,2001,Rabi       ,Odisha,29520,19180,1672.5,3014877.6,7675.2,0.514642857
12672,Ginger,2012,Kharif     ,Himachal Pradesh,2406,16872,1035,362824.8,745.86,7.345555556
3431,Sesamum,2011,Rabi       ,Andhra Pradesh,39315,12144,861.9,6586048.8,12973.95,0.312105263
15186,Safflower,2016,Rabi       ,Telangana,4364,2892,942.6,668783,1527.4,0.731111111
15531,Cotton(lint),2017,Kharif     ,Haryana,668500,1622500,417.1,105248640,254030,2.69375
16180,Rapeseed &Mustard,2018,Rabi       ,Haryana,606500,1251400,533.2,98374300,212275,1.961818182
5986,Moong(Green Gram),2019,Kharif     ,Karnataka,392336,138221,1422.3,67387631.36,145164.32,0.298461538
12925,Peas & beans (Pulses),2012,Rabi       ,Uttar Pradesh,307272,459077,746.3,46336617.6,95254.32,1.363098592
5979,Jowar,2019,Rabi       ,Karnataka,730334,801928,1422.3,125442167.8,270223.58,1.095517241
666,Cotton(lint),2000,Kharif     ,Meghalaya,7340,7684,6258.8,720567.8,1908.4,1.036666667
18392,Urad,2019,Kharif     ,Jammu and Kashmir,8315,2802,1324.1,1428184.4,3076.55,0.370909091
9955,Wheat,2006,Rabi       ,Punjab,3467000,14596000,569.6,442770570,762740,4.148421053
13982,Mesta,2014,Rabi       ,Telangana,170,1205,746.4,25663.2,56.1,7.09
12952,Maize,2012,Summer     ,Uttarakhand,51,102,1309.8,7690.8,15.81,1.453333333
18425,Onion,1998,Summer     ,Manipur,40,90,1855,3952,11.6,2.165
8731,Urad,2003,Kharif     ,Punjab,5200,2200,451.7,514696,1248,0.641428571
14258,Urad,2015,Rabi       ,Chhattisgarh,3301,848,1136,521260.91,1089.33,0.263809524
3501,Sannhamp,2011,Whole Year ,Karnataka,42,10,1178.986364,7035.84,13.86,0.225
11401,Coriander,2009,Whole Year ,Madhya Pradesh,150426,70473,904.1,23439379.32,25572.42,0.367391304
11441,Wheat,2009,Whole Year ,Madhya Pradesh,4458995,8865378,904.1,694800600.9,758029.15,1.8538
6451,Onion,1998,Whole Year ,Haryana,4707,59700,687.6,465051.6,1365.03,13.94882353
8732,Wheat,2003,Rabi       ,Punjab,3444000,14489000,451.7,340887120,826560,4.166470588
4729,Tobacco,2015,Whole Year ,Tamil Nadu,3348,5161,1201.9,528682.68,1104.84,1.505
1339,Jowar,2003,Rabi       ,Karnataka,1443986,522070,867.6,142925734.3,346556.64,0.344761905
17187,Sugarcane,2019,Whole Year ,Tripura,687,36372,2252.8,117999.12,254.19,54.42375
19051,Maize,2001,Kharif     ,Arunachal Pradesh,38577,52511,2128.5,3939869.01,10030.02,1.455384615
2766,Jute,2008,Kharif     ,West Bengal,584238,7872588,1560.1,83569403.52,52581.42,14.03470588
9638,Urad,2005,Kharif     ,Uttarakhand,10688,5771,1353.3,1281704.96,2244.48,0.550769231
16903,Moong(Green Gram),2019,Kharif     ,Madhya Pradesh,45938,14329,1446.7,7890310.88,16997.06,0.358823529
1998,Banana,2006,Whole Year ,Andhra Pradesh,50286,1224106,845.2,6422025.06,11062.92,26.19809524
4326,Wheat,2014,Whole Year ,Kerala,1,3,3046.4,150.96,0.33,3
2449,Mesta,2007,Kharif     ,West Bengal,7432,77499,2007.5,991428.8,1189.12,7.864
9140,Barley,2004,Rabi       ,Punjab,22000,74000,366.4,2383480,4620,3.32
15028,Other Summer Pulses,2016,Summer     ,Maharashtra,2170,1443,1151.1,332552.5,759.5,0.68875
9491,Groundnut,2005,Summer     ,Maharashtra,104600,159700,1387.2,12543632,21966,1.49
15916,Sugarcane,2017,Kharif     ,Uttar Pradesh,2234282,177056410,652.1,351765358.1,849027.16,67.24106667
14399,Bajra,2015,Kharif     ,Maharashtra,800600,332900,875.7,126422746,264198,0.296
5973,Groundnut,2019,Kharif     ,Karnataka,413854,369876,1422.3,71083563.04,153125.98,0.949285714
8165,Other  Rabi pulses,2002,Rabi       ,Maharashtra,91200,36200,967.4,8633904,22800,0.3948
18707,Other Cereals,2006,Rabi       ,Sikkim,2040,1790,2270.2,260528.4,448.8,0.83
3944,Cashewnut,2013,Whole Year ,Karnataka,63757,56853,1235.6,9212248.93,17214.39,0.883636364
3561,Turmeric,2011,Whole Year ,Meghalaya,2000,10512,4083.104545,335040,660,5.21
13571,Barley,2013,Rabi       ,West Bengal,2361,3395,1939.9,341140.89,637.47,1.40125
1286,Mesta,2003,Kharif     ,Assam,5420,25867,2213.7,536471.6,1300.8,4.419047619
9256,Sannhamp,2004,Whole Year ,West Bengal,1526,7658,1612.9,165326.84,320.46,5.045
6381,Jute,1998,Kharif     ,Bihar,146328,695831,1332.5,14457206.4,42435.12,5.061176471
2997,Black pepper,2009,Whole Year ,Kerala,171489,42460,2821.5,26721415.98,29153.13,0.190714286
10034,Potato,2006,Kharif     ,Uttarakhand,8274,83792,1178.9,1056672.54,1820.28,9.942727273
5424,Castor seed,2018,Rabi       ,Andhra Pradesh,1839,637,1220.5,298285.8,643.65,0.41
17292,Other  Rabi pulses,2019,Rabi       ,West Bengal,666,505,1733.4,114392.16,246.42,0.73
19188,Wheat,2014,Rabi       ,Arunachal Pradesh,3800,7500,2403.2,573648,1254,2.454444444
2827,Rice,2009,Kharif     ,Puducherry,4650,13501,1434.5875,724563,790.5,2.893333333
10178,Sannhamp,2007,Whole Year ,Chhattisgarh,1605,536,1246.2,214107,256.8,0.306470588
538,Tobacco,2000,Whole Year ,Andhra Pradesh,126144,463405,935.6,12383556.48,32797.44,3.364285714
3756,Sunflower,2012,Rabi       ,Karnataka,278912,138485,956.2,42059929.6,86462.72,0.575714286
6042,Rice,2019,Winter     ,Kerala,81279,247879,3119.2,13960481.04,30073.23,2.503571429
12784,Maize,2012,Rabi       ,Manipur,6800,19000,1176.7,1025440,2108,2.796666667
15801,Arhar/Tur,2017,Rabi       ,Telangana,338,244,815.7,53214.72,128.44,0.793636364
261,Tobacco,1998,Whole Year ,Kerala,41,228,3151.5,4050.8,11.89,5.56
10098,Tobacco,2007,Whole Year ,Andhra Pradesh,120000,175000,1004.2,16008000,19200,1.529166667
4406,Urad,2014,Kharif     ,Tamil Nadu,61525,50094,911.3,9287814,20303.25,0.825357143
3495,Ragi,2011,Summer     ,Karnataka,7608,14649,1178.986364,1274492.16,2510.64,1.932142857
5579,Potato,2018,Summer     ,Meghalaya,12569,143031,5649.1,2038691.8,4399.15,8.255454545
14898,Rice,2016,Kharif     ,Gujarat,792207,1808275,710.5,121405722.8,277272.45,2.0745
16170,Horse-gram,2018,Kharif     ,Haryana,289,145,533.2,46875.8,101.15,0.5
9050,Horse-gram,2004,Rabi       ,Madhya Pradesh,160,45,895.7,17334.4,33.6,0.305
2017,Mesta,2006,Kharif     ,Andhra Pradesh,61894,543574,845.2,7904482.74,13616.68,8.692222222
7944,Maize,2002,Kharif     ,Chhattisgarh,93955,122611,1001.4,8894719.85,23488.75,1.279375
5026,Cashewnut,2016,Whole Year ,Tamil Nadu,86280,10178,912.4,13222410,30198,0.168571429
642,Banana,2000,Whole Year ,Kerala,45059,327955,2412.6,4423442.03,11715.34,7.457857143
619,Ragi,2000,Rabi       ,Karnataka,28464,25009,1213.3,2794310.88,7400.64,1.385384615
476,Sannhamp,1999,Rabi       ,West Bengal,107,298,2318.1,11355.91,28.89,3.6
1316,Rice,2003,Rabi       ,Goa,17330,54665,3011.6,1715323.4,4159.2,3.15
7143,Small millets,2000,Kharif     ,Gujarat,10500,2500,379.7,1030785,2730,0.236666667
17282,Linseed,2019,Rabi       ,West Bengal,4055,2098,1733.4,696486.8,1500.35,0.515625
16113,Sweet potato,2018,Whole Year ,Chhattisgarh,2561,14514,1515.5,415394.2,896.35,4.819166667
14366,Coriander,2015,Whole Year ,Madhya Pradesh,249102.44,351052,1000.7,39335766.3,82203.8052,2.540625
6833,Ragi,1999,Kharif     ,Madhya Pradesh,11814,3418,1222.9,1253819.82,3189.78,0.263157895
8572,Sweet potato,2003,Whole Year ,Madhya Pradesh,3821,21742,1163,378202.58,917.04,5.932173913
3267,Sweet potato,2010,Whole Year ,Karnataka,2060,16977,1317.7,342186.6,494.4,8.400666667
16139,Onion,2018,Rabi       ,Gujarat,23847,673001,1125.4,3867983.4,8346.45,27.7052
5336,Cardamom,2017,Whole Year ,Kerala,39080,18350,2664.8,6152755.2,14850.4,0.11
3410,Jowar,2011,Kharif     ,Andhra Pradesh,103263,153600,861.9,17298617.76,34076.79,1.584736842
15968,Groundnut,2017,Summer     ,West Bengal,55098,162387,1830,8674629.12,20937.24,2.605294118
12589,Urad,2012,Kharif     ,Chhattisgarh,95277,30509,1366.8,14367771.6,29535.87,0.34
9487,Castor seed,2005,Kharif     ,Maharashtra,16100,6800,1387.2,1930712,3381,0.634
995,Peas & beans (Pulses),2001,Rabi       ,West Bengal,8836,5602,1556.6,902420.68,2297.36,0.596666667
10391,Soyabean,2007,Kharif     ,Nagaland,26500,31270,1769,3535100,4240,1.215
14938,Arhar/Tur,2016,Kharif     ,Himachal Pradesh,11,2,1373.9,1685.75,3.85,0.37
10878,Jowar,2008,Kharif     ,Uttar Pradesh,192564,195473,891.6,27544354.56,17330.76,1.08362069
16374,Gram,2018,Rabi       ,Nagaland,760,640,1372.7,123272,266,0.834545455
13257,Other Kharif pulses,2013,Kharif     ,Madhya Pradesh,10806,2464,1451.4,1561358.94,2917.62,0.290263158
1875,Cotton(lint),2005,Kharif     ,Tamil Nadu,109742,168154,1364.1,13160260.64,23045.82,1.643703704
6467,Cotton(lint),1998,Whole Year ,Himachal Pradesh,57,30,1381.6,5631.6,16.53,0.548333333
14318,Peas & beans (Pulses),2015,Rabi       ,Haryana,1600,2100,426.8,252656,528,1.38
15069,Arhar/Tur,2016,Kharif     ,Mizoram,272,266,2626.8,41684,95.2,1.191428571
6823,Groundnut,1999,Kharif     ,Madhya Pradesh,223583,221914,1222.9,23728863.79,60367.41,1.014666667
18583,Maize,2006,Kharif     ,Manipur,3340,8270,1533.561905,426551.4,734.8,2.48
15679,Rice,2017,Kharif     ,Maharashtra,1424765,2668600,1129.5,224315001.6,541410.7,1.637916667
10977,Maize,2009,Summer     ,Bihar,196547,598834,889.3,30625953.54,33412.99,2.8075
1124,Ragi,2002,Kharif     ,Kerala,1320,1068,2511.2,124964.4,330,0.87
2670,Cashewnut,2008,Whole Year ,Kerala,53007,42334,2524.8,7582121.28,4770.63,0.518571429
3494,Ragi,2011,Rabi       ,Karnataka,33850,50937,1178.986364,5670552,11170.5,1.75125
17487,Maize,2001,Kharif     ,Jammu and Kashmir,326476,538070,953.8,33342993.88,84883.76,1.493333333
16603,Groundnut,2018,Summer     ,West Bengal,53347,165221,2012.6,8652883.4,18671.45,2.840555556
19483,Moong(Green Gram),2012,Autumn     ,Odisha,21882,5999,1430.2,3299805.6,6783.42,0.242857143
16815,Peas & beans (Pulses),2019,Kharif     ,Haryana,13744,178280,351.8,2360669.44,5085.28,13.10181818
13896,Soyabean,2014,Kharif     ,Mizoram,1042,1472,2029.9,157300.32,343.86,1.15875
17015,Small millets,2019,Kharif     ,Nagaland,8830,9980,1593,1516640.8,3267.1,1.169
14678,Potato,2015,Kharif     ,Uttarakhand,7364,69359,1247.6,1162849.24,2430.12,9.873333333
16736,Other  Rabi pulses,2019,Rabi       ,Chhattisgarh,2772,297,1420.3,476118.72,1025.64,0.235
5761,Arecanut,2019,Kharif     ,Andhra Pradesh,1096,10418,899.2,188248.96,405.52,7.253333333
13129,Arhar/Tur,2013,Kharif     ,Gujarat,209870,208963,1006.5,30324116.3,56664.9,0.961666667
10679,Gram,2008,Rabi       ,Himachal Pradesh,728,290,1357.1,104133.12,65.52,0.324444444
19676,Sugarcane,2018,Winter     ,Odisha,6778,417672,1635.9,1099391.6,2372.3,57.58454545
16384,Moong(Green Gram),2018,Kharif     ,Nagaland,480,500,1372.7,77856,168,1.026666667
1707,Small millets,2005,Kharif     ,Andhra Pradesh,43674,26264,1075.5,5237386.08,9171.54,0.6
1844,Dry chillies,2005,Whole Year ,Meghalaya,1861,1267,3374.4,223171.12,390.81,0.8
19420,Rice,2010,Winter     ,Odisha,3255000,5398000,1291.9,540688050,781200,1.633
13955,Arhar/Tur,2014,Rabi       ,Telangana,878,614,746.4,132542.88,289.74,0.528571429
4371,Cotton(lint),2014,Rabi       ,Tamil Nadu,48307,164831,911.3,7292424.72,15941.31,3.393214286
7129,Jowar,2000,Rabi       ,Gujarat,37500,18700,379.7,3681375,9750,0.485
12902,Wheat,2012,Rabi       ,Tripura,334,827,1882.2,50367.2,103.54,2.43625
1044,Onion,2002,Rabi       ,Andhra Pradesh,11725,240657,648.1,1110005.75,2931.25,19.15952381
8981,Bajra,2004,Summer     ,Gujarat,145000,303100,719.8,15709300,30450,1.923181818
12661,Turmeric,2012,Whole Year ,Haryana,287,265,307.9,43279.6,88.97,0.86625
3974,Moong(Green Gram),2013,Rabi       ,Karnataka,6145,1551,1235.6,887891.05,1659.15,0.240666667
4735,Arhar/Tur,2016,Rabi       ,Andhra Pradesh,6555,3818,890,1004553.75,2294.25,0.481818182
16896,Jowar,2019,Kharif     ,Madhya Pradesh,107875,164973,1446.7,18528610,39913.75,1.343
3918,Small millets,2013,Kharif     ,Assam,5444,3337,1797.7,786603.56,1469.88,0.6456
17569,Potato,2002,Whole Year ,Uttar Pradesh,442030,10244139,664,41846980.1,110507.5,22.26231884
10369,Wheat,2007,Rabi       ,Meghalaya,622,1120,4702,82974.8,99.52,1.2425
7654,Onion,2001,Whole Year ,Madhya Pradesh,23057,324596,955,2354811.41,5994.82,13.41155556
1439,Tapioca,2003,Whole Year ,Puducherry,567,16716,1434.5875,56121.66,136.08,20.005
6322,Sesamum,1997,Kharif     ,Uttar Pradesh,105997,15976,473.9,10087734.49,32859.07,0.1668
11537,Maize,2010,Summer     ,Gujarat,33000,66000,1107.5,5481630,7920,2.00125
6654,Gram,1999,Rabi       ,Bihar,78657,78738,1402.7,8347867.41,21237.39,0.947428571
9534,Rice,2005,Whole Year ,Mizoram,56460,107740,2075.4,6770683.2,11856.6,1.9425
14610,Rice,2015,Kharif     ,Tripura,199818,575826,2334.4,31553260.38,65939.94,2.895
18878,Ragi,2007,Kharif     ,Goa,162,170,3674.7,21610.8,25.92,0.995
379,Cotton(lint),1999,Kharif     ,Kerala,4772,7702,2914.6,506452.36,1288.44,1.61
359,Wheat,1999,Rabi       ,Assam,76310,97583,2201.8,8098780.3,20603.7,1.256818182
17578,Sugarcane,2002,Whole Year ,Uttar Pradesh,2148981,120948041,664,203444031.3,537245.25,51.2157971
